Subnet;Name;IP Address;Type;NE Category;Version;Patch;Manufacturer;Timezone;Synchronization Complete At;Maintained By;Used On;Expiration Date;Create Time;Asset manager;Asset No;Purchased on;Remarks
/МР Северный Кавказ/R26 Ставропольский край/Новопавловский почтамт;R26-357910-RT-01;10.126.201.117;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-08 02:27:34;;;;2017-08-16 16:45:48;;;;1
/МР Северный Кавказ/R26 Ставропольский край/Благодарный почтамт;R26-356422-RT-01;10.126.202.53;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-08 02:28:04;;;;2017-08-16 16:51:41;;;;1
/МР Северный Кавказ/R26 Ставропольский край/Ипатово почтамт;R26-356632-RT-01;10.126.202.229;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-08 02:28:34;;;;2017-08-16 16:54:28;;;;1
/МР Северный Кавказ/R26 Ставропольский край/Минераловодский почтамт;R26-357225-RT-01;10.126.225.149;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-08 02:28:34;;;;2017-08-16 16:56:34;;;;1
/МР Северный Кавказ/R26 Ставропольский край/Нефтекумский почтамт;R26-356882-RT-01;10.126.203.149;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-08 02:28:34;;;;2017-08-16 17:03:16;;;;1
/МР Урал/R74 Челябинская область/Магнитогорский почтамт;R74-455000-RT-01;10.80.185.149;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-08 03:15:07;;;;2017-08-11 08:35:01;;;;1
/МР Урал/R74 Челябинская область/Челябинский почтамт;R74-454079-RT-01;10.81.213.101;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-06 02:53:05;;;;2017-08-11 08:29:30;;;;1
/МР Урал/R74 Челябинская область/Челябинский почтамт;R74-454017-RT-01;10.80.185.133;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-08 02:26:34;;;;2017-08-11 08:44:40;;;;1
/МР Урал/R74 Челябинская область/Верхнеуфалейский почтамт;R74-456770-RT-01;10.80.214.53;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-09 02:20:05;;;;2017-08-11 09:37:59;;;;1
/МР Урал/R74 Челябинская область/Златоустовский  почтамт;R74-456205-RT-01;10.81.189.229;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-07 02:43:06;;;;2017-08-11 09:44:24;;;;1
/МР Урал/R74 Челябинская область/Коркинский почтамт;R74-456550-RT-01;10.80.186.37;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-06 02:53:36;;;;2017-08-11 10:00:07;;;;1
/МР Урал/R74 Челябинская область/Челябинский почтамт;R74-454006-RT-01;10.80.186.149;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-06 02:53:35;;;;2017-08-11 10:04:16;;;;1
/МР Северный Кавказ/R26 Ставропольский край/Светлоградский почтамт;R26-356532-RT-01;10.126.202.101;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-05-16 03:13:06;;;;2017-08-16 17:04:02;;;;1
/МР Северный Кавказ/R26 Ставропольский край/Невинномысский почтамт;R26-357000-RT-01;10.126.188.21;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-08 03:15:36;;;;2017-08-16 17:04:56;;;;1
/МР Северный Кавказ/R26 Ставропольский край/Пятигорский почтамт;R26-357528-RT-01;10.126.194.5;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-08 02:29:04;;;;2017-08-16 17:05:39;;;;1
/МР Северный Кавказ/R26 Ставропольский край/Ессентукский почтамт;R26-357700-RT-01;10.126.188.117;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-08 03:16:05;;;;2017-08-16 17:07:17;;;;1
/МР Северный Кавказ/R26 Ставропольский край/Изобильный почтамт;R26-356173-RT-01;10.126.212.149;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-06 02:54:36;;;;2017-08-18 08:26:01;;;;1
/МР Урал/R74 Челябинская область/Челябинский почтамт;R74-454135-RT-01;10.81.201.5;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-08 03:16:36;;;;2017-08-18 08:29:32;;;;1
/МР Волга-2/R64 Саратовская область/Саратовский почтамт;R64-410008-RT-01;10.38.200.21;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-09 02:21:33;;;;2017-08-18 08:44:26;;;;1
/МР Волга-2/R64 Саратовская область/Саратовский почтамт;R64-410028-RT-01;10.38.186.69;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-08 02:29:34;;;;2017-08-18 08:46:05;;;;1
/МР Волга-2/R64 Саратовская область/Саратовский почтамт;R64-410003-RT-01;10.38.199.213;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-08 03:16:35;;;;2017-08-18 08:49:28;;;;1
/МР Урал/R74 Челябинская область/Челябинский почтамт;R74-454031-RT-01;10.81.185.165;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-08 02:29:35;;;;2017-08-18 08:55:32;;;;1
/МР Урал/R74 Челябинская область/Карталинский почтамт;R74-457359-RT-01;10.80.208.21;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-09 02:22:05;;;;2017-08-18 09:03:51;;;;1
/МР Урал/R74 Челябинская область/Магнитогорский почтамт;R74-457677-RT-01;10.80.195.21;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-07 02:43:06;;;;2017-08-11 08:26:47;;;;1
/МР Урал/R74 Челябинская область/Челябинский почтамт;R74-454005-RT-01;10.81.186.133;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-09 02:20:34;;;;2017-08-14 10:26:56;;;;1
/МР Урал/R74 Челябинская область/Троицкий почтамт;R74-457170-RT-01;10.81.194.133;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-06 02:53:06;;;;2017-08-11 08:40:32;;;;1
/МР Урал/R74 Челябинская область/Магнитогорский почтамт;R74-455021-RT-01;10.81.188.117;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-06 02:53:36;;;;2017-08-11 09:27:10;;;;1
/МР Урал/R74 Челябинская область/Челябинский почтамт;R74-454085-RT-01;10.80.200.165;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-09 02:20:05;;;;2017-08-14 10:20:45;;;;1
/МР Северный Кавказ/R26 Ставропольский край/Невинномысский почтамт;R26-357001-RT-01;10.126.222.245;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-09 02:20:33;;;;2017-08-14 10:32:07;;;;1
/МР Северный Кавказ/R26 Ставропольский край/Ессентукский почтамт;R26-357603-RT-01;10.126.207.101;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-06 02:54:05;;;;2017-08-14 10:46:52;;;;1
/МР Северный Кавказ/R26 Ставропольский край/Изобильный почтамт;R26-356145-RT-01;10.126.201.181;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-08 03:14:35;;;;2017-08-14 13:03:16;;;;1
/МР Северный Кавказ/R26 Ставропольский край/Шпаковский почтамт;R26-356242-RT-01;10.126.237.69;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-06 02:54:04;;;;2017-08-14 13:08:34;;;;1
/МР Северный Кавказ/R26 Ставропольский край/Невинномысский почтамт;R26-357074-RT-01;10.126.224.149;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-09 02:21:05;;;;2017-08-14 13:13:42;;;;1
/МР Волга-2/R58 Пензенская область/Пензенский почтамт;R58-440004-RT-01;10.28.199.181;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-08 03:17:05;;;;2017-08-21 10:27:56;;;;1
/МР Северный Кавказ/R26 Ставропольский край/Изобильный почтамт;R26-356135-RT-01;10.126.212.85;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-08 02:30:06;;;;2017-08-22 08:22:28;;;;1
/МР Урал/R74 Челябинская область/Челябинский почтамт;R74-454016-RT-01;10.80.186.197;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-08 03:17:05;;;;2017-08-22 08:37:57;;;;1
/МР Урал/R74 Челябинская область/Челябинский почтамт;R74-454136-RT-01;10.80.187.213;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-08 03:17:05;;;;2017-08-22 08:42:36;;;;1
/МР Северный Кавказ/R26 Ставропольский край/Пятигорский почтамт;R26-357432-RT-01;10.126.206.85;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-04-16 02:36:44;;;;2017-08-22 08:46:32;;;;1
/МР Северный Кавказ/R26 Ставропольский край/Новопавловский почтамт;R26-357944-RT-01;10.126.236.245;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-05-30 03:14:09;;;;2017-08-24 08:24:39;;;;1
/МР Северный Кавказ/R26 Ставропольский край/Невинномысский почтамт;R26-357079-RT-01;10.126.224.213;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-09 02:22:04;;;;2017-08-18 10:22:26;;;;1
/МР Северо-Запад/R78 Санкт-Петербург и Лен.область/Кировский почтамт;R78-187435-RT-01;10.47.218.5;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-08 03:17:34;;;;2017-08-22 15:41:39;;;;1
/МР Волга-1/R52 Нижегородская область/Дальнее Константиново почтамт;R52-607400-RT-01;10.24.208.21;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-08 03:17:34;;;;2017-08-22 15:44:50;;;;1
/МР Центр/R57 Орловская область/Орловский почтамт;R57-302000-RT-01;10.102.185.21;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-08 03:18:05;;;;2017-08-22 15:54:28;;;;1
/МР Северный Кавказ/R26 Ставропольский край/Михайловский почтамт;R26-356200-RT-01;10.126.213.69;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-08 03:18:05;;;;2017-08-22 15:57:06;;;;1
/МР Северный Кавказ/R26 Ставропольский край/Красногвардейский почтамт;R26-356034-RT-01;10.126.210.181;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-09 03:06:37;;;;2017-08-22 15:58:49;;;;1
/МР Северный Кавказ/R26 Ставропольский край/Пятигорский почтамт;R26-357411-RT-01;10.126.205.245;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-09 03:06:37;;;;2017-08-22 16:03:08;;;;1
/МР Урал/R74 Челябинская область/Верхнеуфалейский почтамт;R74-456776-RT-01;10.81.205.181;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-09 03:07:08;;;;2017-08-22 16:05:30;;;;1
/МР Урал/R74 Челябинская область/Челябинский почтамт;R74-454019-RT-01;10.81.186.197;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-06 02:55:06;;;;2017-08-22 16:07:45;;;;1
/МР Урал/R74 Челябинская область/Верхнеуфалейский почтамт;R74-456970-RT-01;10.80.193.245;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-05-25 03:08:13;;;;2017-08-22 16:09:14;;;;1
/МР Урал/R74 Челябинская область/Челябинский почтамт;R74-454012-RT-01;10.81.186.165;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-09 03:07:07;;;;2017-08-22 16:10:53;;;;1
/МР Северный Кавказ/R26 Ставропольский край/Минераловодский почтамт;R26-357241-RT-01;10.126.226.21;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-05-30 03:14:10;;;;2017-08-24 08:25:28;;;;1
/МР Северный Кавказ/R26 Ставропольский край/Благодарный почтамт;R26-356407-RT-01;10.126.216.181;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-01 02:27:03;;;;2017-08-24 08:26:13;;;;1
/МР Северный Кавказ/R26 Ставропольский край/Изобильный почтамт;R26-356133-RT-01;10.126.212.69;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-01 02:27:39;;;;2017-08-24 08:29:25;;;;1
/МР Урал/R74 Челябинская область/Усть-Катавский почтамт;R74-456043-RT-01;10.80.189.117;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-05-30 03:14:40;;;;2017-08-24 08:39:07;;;;1
/МР Сибирь/R22 Алтайский край/Барнаульский почтамт;R22-656922-RT-01;10.56.186.213;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-05-30 03:15:10;;;;2017-08-24 15:18:21;;;;1
/МР Северо-Запад/R78 Санкт-Петербург и Лен.область/Санкт-Петербургский почтамт;R78-191060-RT-01;10.46.223.37;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-05-30 03:09:13;;;;2017-08-24 15:27:26;;;;1
/МР Северо-Запад/R78 Санкт-Петербург и Лен.область/Санкт-Петербургский почтамт;R78-192241-RT-01;10.46.204.37;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-05-30 03:15:39;;;;2017-08-24 15:28:28;;;;1
/МР Урал/R74 Челябинская область/Копейский почтамт;R74-456604-RT-01;10.81.204.213;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-06 02:51:35;;;;2017-08-02 16:50:56;;;;1
/МР Урал/R74 Челябинская область/Копейский почтамт;R74-456660-RT-01;10.80.192.69;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-08 03:20:38;;;;2017-08-04 08:44:36;;;;1
/МР Урал/R74 Челябинская область/Миасский почтамт;R74-456300-RT-01;10.80.186.21;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-08 02:26:05;;;;2017-08-04 08:50:06;;;;1
/МР Урал/R74 Челябинская область/Миасский почтамт;R74-456320-RT-01;10.80.190.181;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-09 02:20:04;;;;2017-08-04 08:57:08;;;;1
/МР Урал/R74 Челябинская область/Южноуральский почтамт;R74-457000-RT-01;10.80.194.5;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-08 02:26:34;;;;2017-08-04 09:06:04;;;;1
/МР Волга-2/R63 Самарская область/Самарский почтамт;R63-443054-RT-01;10.37.215.53;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-06 02:52:34;;;;2017-08-04 13:33:27;;;;1
/МР Волга-2/R63 Самарская область/Самарский почтамт;R63-443070-RT-01;10.36.200.245;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-07 02:43:05;;;;2017-08-04 13:43:13;;;;1
/МР Урал/R74 Челябинская область/Магнитогорский почтамт;R74-457670-RT-01;10.81.186.117;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-08 02:27:06;;;;2017-08-15 09:21:26;;;;1
/МР Волга-2/R02 Республика Башкортостан/Уфимский почтамт;R02-450061-RT-01;10.33.188.37;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-08 03:15:05;;;;2017-08-16 14:23:19;;;;0
/МР Урал/R74 Челябинская область/Челябинский почтамт;R74-454014-RT-01;10.80.185.165;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-06 02:54:35;;;;2017-08-16 14:49:10;;;;1
/МР Северный Кавказ/R26 Ставропольский край/Пятигорский почтамт;R26-357560-RT-01;10.126.207.69;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-08 02:27:34;;;;2017-08-16 15:21:11;;;;1
/МР Северо-Запад/R78 Санкт-Петербург и Лен.область/Санкт-Петербургский почтамт;R78-199058-RT-01;10.47.209.165;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-05-30 03:15:39;;;;2017-08-24 15:28:59;;;;1
/МР Северо-Запад/R78 Санкт-Петербург и Лен.область/Санкт-Петербургский почтамт;R78-192177-RT-01;10.46.204.5;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-05-30 03:19:49;;;;2017-08-24 15:30:06;;;;1
/МР Северный Кавказ/R26 Ставропольский край/Светлоградский почтамт;R26-356500-RT-01;10.126.217.53;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-02-27 02:45:04;;;;2017-08-24 15:40:24;;;;1
/МР Северный Кавказ/R26 Ставропольский край/Новопавловский почтамт;R26-357870-RT-01;10.126.230.229;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-05-30 03:16:10;;;;2017-08-24 16:10:41;;;;1
/МР Северный Кавказ/R26 Ставропольский край/Ессентукский почтамт;R26-357703-RT-01;10.126.208.69;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-01 02:21:34;;;;2017-08-24 16:11:18;;;;1
/МР Северный Кавказ/R26 Ставропольский край/Изобильный почтамт;R26-356106-RT-01;10.126.211.181;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-01 02:22:05;;;;2017-08-25 07:59:28;;;;1
/МР Урал/R74 Челябинская область/Челябинский почтамт;R74-454047-RT-01;10.80.187.21;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-09 03:12:07;;;;2017-08-28 10:29:17;;;;1
/МР Северный Кавказ/R26 Ставропольский край/Минераловодский почтамт;R26-356304-RT-01;10.126.215.21;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-09 02:20:34;;;;2017-08-14 13:06:37;;;;1
/МР Северный Кавказ/R26 Ставропольский край/Пятигорский почтамт;R26-357431-RT-01;10.126.206.69;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-08 02:27:04;;;;2017-08-14 13:11:16;;;;1
/МР Северный Кавказ/R26 Ставропольский край/Минераловодский почтамт;R26-356316-RT-01;10.126.215.85;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-05-04 03:06:42;;;;2017-08-18 10:16:32;;;;1
/МР Урал/R74 Челябинская область/Троицкий почтамт;R74-457103-RT-01;10.81.194.85;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-06 02:54:39;;;;2017-08-18 12:30:11;;;;1
